,year,artist,track,time,genre,week,rank,date
3371,2000,Shyne,Bad Boyz,4:22,Rap,11,74,2000-11-18
3688,2000,Shyne,Bad Boyz,4:22,Rap,12,81,2000-11-25
4005,2000,Shyne,Bad Boyz,4:22,Rap,13,88,2000-12-02
4322,2000,Shyne,Bad Boyz,4:22,Rap,14,96,2000-12-09
4639,2000,Shyne,Bad Boyz,4:22,Rap,15,100,2000-12-16
153,2000,Sisqo,Got To Get It,3:52,Rock,1,92,1999-11-20
470,2000,Sisqo,Got To Get It,3:52,Rock,2,76,1999-11-27
787,2000,Sisqo,Got To Get It,3:52,Rock,3,73,1999-12-04
1104,2000,Sisqo,Got To Get It,3:52,Rock,4,58,1999-12-11
1421,2000,Sisqo,Got To Get It,3:52,Rock,5,48,1999-12-18
1738,2000,Sisqo,Got To Get It,3:52,Rock,6,48,1999-12-25
2055,2000,Sisqo,Got To Get It,3:52,Rock,7,48,2000-01-01
2372,2000,Sisqo,Got To Get It,3:52,Rock,8,48,2000-01-08
2689,2000,Sisqo,Got To Get It,3:52,Rock,9,49,2000-01-15
3006,2000,Sisqo,Got To Get It,3:52,Rock,10,40,2000-01-22
3323,2000,Sisqo,Got To Get It,3:52,Rock,11,43,2000-01-29
3640,2000,Sisqo,Got To Get It,3:52,Rock,12,51,2000-02-05
3957,2000,Sisqo,Got To Get It,3:52,Rock,13,50,2000-02-12
4274,2000,Sisqo,Got To Get It,3:52,Rock,14,57,2000-02-19
4591,2000,Sisqo,Got To Get It,3:52,Rock,15,63,2000-02-26
4908,2000,Sisqo,Got To Get It,3:52,Rock,16,64,2000-03-04
5225,2000,Sisqo,Got To Get It,3:52,Rock,17,68,2000-03-11
5542,2000,Sisqo,Got To Get It,3:52,Rock,18,82,2000-03-18
5859,2000,Sisqo,Got To Get It,3:52,Rock,19,88,2000-03-25
6176,2000,Sisqo,Got To Get It,3:52,Rock,20,95,2000-04-01
8,2000,Sisqo,Incomplete,3:52,Rock,1,77,2000-06-24
325,2000,Sisqo,Incomplete,3:52,Rock,2,66,2000-07-01
642,2000,Sisqo,Incomplete,3:52,Rock,3,61,2000-07-08
959,2000,Sisqo,Incomplete,3:52,Rock,4,61,2000-07-15
1276,2000,Sisqo,Incomplete,3:52,Rock,5,61,2000-07-22
1593,2000,Sisqo,Incomplete,3:52,Rock,6,55,2000-07-29
1910,2000,Sisqo,Incomplete,3:52,Rock,7,2,2000-08-05
2227,2000,Sisqo,Incomplete,3:52,Rock,8,1,2000-08-12
2544,2000,Sisqo,Incomplete,3:52,Rock,9,1,2000-08-19
2861,2000,Sisqo,Incomplete,3:52,Rock,10,2,2000-08-26
3178,2000,Sisqo,Incomplete,3:52,Rock,11,2,2000-09-02
3495,2000,Sisqo,Incomplete,3:52,Rock,12,4,2000-09-09
3812,2000,Sisqo,Incomplete,3:52,Rock,13,5,2000-09-16
4129,2000,Sisqo,Incomplete,3:52,Rock,14,5,2000-09-23
4446,2000,Sisqo,Incomplete,3:52,Rock,15,7,2000-09-30
4763,2000,Sisqo,Incomplete,3:52,Rock,16,8,2000-10-07
5080,2000,Sisqo,Incomplete,3:52,Rock,17,10,2000-10-14
5397,2000,Sisqo,Incomplete,3:52,Rock,18,10,2000-10-21
5714,2000,Sisqo,Incomplete,3:52,Rock,19,9,2000-10-28
6031,2000,Sisqo,Incomplete,3:52,Rock,20,14,2000-11-04
6348,2000,Sisqo,Incomplete,3:52,Rock,21,17,2000-11-11
6665,2000,Sisqo,Incomplete,3:52,Rock,22,20,2000-11-18
6982,2000,Sisqo,Incomplete,3:52,Rock,23,25,2000-11-25
7299,2000,Sisqo,Incomplete,3:52,Rock,24,31,2000-12-02
7616,2000,Sisqo,Incomplete,3:52,Rock,25,32,2000-12-09
7933,2000,Sisqo,Incomplete,3:52,Rock,26,46,2000-12-16
25,2000,Sisqo,Thong Song,4:05,Rock,1,74,2000-01-29
342,2000,Sisqo,Thong Song,4:05,Rock,2,63,2000-02-05
659,2000,Sisqo,Thong Song,4:05,Rock,3,35,2000-02-12
976,2000,Sisqo,Thong Song,4:05,Rock,4,26,2000-02-19
1293,2000,Sisqo,Thong Song,4:05,Rock,5,26,2000-02-26
1610,2000,Sisqo,Thong Song,4:05,Rock,6,23,2000-03-04
1927,2000,Sisqo,Thong Song,4:05,Rock,7,20,2000-03-11
2244,2000,Sisqo,Thong Song,4:05,Rock,8,16,2000-03-18
2561,2000,Sisqo,Thong Song,4:05,Rock,9,13,2000-03-25
2878,2000,Sisqo,Thong Song,4:05,Rock,10,10,2000-04-01
3195,2000,Sisqo,Thong Song,4:05,Rock,11,6,2000-04-08
3512,2000,Sisqo,Thong Song,4:05,Rock,12,6,2000-04-15
3829,2000,Sisqo,Thong Song,4:05,Rock,13,5,2000-04-22
4146,2000,Sisqo,Thong Song,4:05,Rock,14,4,2000-04-29
4463,2000,Sisqo,Thong Song,4:05,Rock,15,4,2000-05-06
4780,2000,Sisqo,Thong Song,4:05,Rock,16,4,2000-05-13
5097,2000,Sisqo,Thong Song,4:05,Rock,17,3,2000-05-20
5414,2000,Sisqo,Thong Song,4:05,Rock,18,3,2000-05-27
5731,2000,Sisqo,Thong Song,4:05,Rock,19,4,2000-06-03
6048,2000,Sisqo,Thong Song,4:05,Rock,20,3,2000-06-10
6365,2000,Sisqo,Thong Song,4:05,Rock,21,7,2000-06-17
6682,2000,Sisqo,Thong Song,4:05,Rock,22,8,2000-06-24
6999,2000,Sisqo,Thong Song,4:05,Rock,23,13,2000-07-01
7316,2000,Sisqo,Thong Song,4:05,Rock,24,17,2000-07-08
7633,2000,Sisqo,Thong Song,4:05,Rock,25,24,2000-07-15
7950,2000,Sisqo,Thong Song,4:05,Rock,26,31,2000-07-22
8267,2000,Sisqo,Thong Song,4:05,Rock,27,43,2000-07-29
8584,2000,Sisqo,Thong Song,4:05,Rock,28,46,2000-08-05
208,2000,Sister Hazel,Change Your Mind,4:02,Rock,1,75,2000-07-15
525,2000,Sister Hazel,Change Your Mind,4:02,Rock,2,67,2000-07-22
842,2000,Sister Hazel,Change Your Mind,4:02,Rock,3,66,2000-07-29
1159,2000,Sister Hazel,Change Your Mind,4:02,Rock,4,59,2000-08-05
1476,2000,Sister Hazel,Change Your Mind,4:02,Rock,5,63,2000-08-12
1793,2000,Sister Hazel,Change Your Mind,4:02,Rock,6,71,2000-08-19
2110,2000,Sister Hazel,Change Your Mind,4:02,Rock,7,78,2000-08-26
2427,2000,Sister Hazel,Change Your Mind,4:02,Rock,8,81,2000-09-02
2744,2000,Sister Hazel,Change Your Mind,4:02,Rock,9,78,2000-09-09
3061,2000,Sister Hazel,Change Your Mind,4:02,Rock,10,78,2000-09-16
3378,2000,Sister Hazel,Change Your Mind,4:02,Rock,11,84,2000-09-23
3695,2000,Sister Hazel,Change Your Mind,4:02,Rock,12,87,2000-09-30
4012,2000,Sister Hazel,Change Your Mind,4:02,Rock,13,94,2000-10-07
4329,2000,Sister Hazel,Change Your Mind,4:02,Rock,14,91,2000-10-14
4646,2000,Sister Hazel,Change Your Mind,4:02,Rock,15,93,2000-10-21
4963,2000,Sister Hazel,Change Your Mind,4:02,Rock,16,95,2000-10-28
5280,2000,Sister Hazel,Change Your Mind,4:02,Rock,17,100,2000-11-04
5597,2000,Sister Hazel,Change Your Mind,4:02,Rock,18,98,2000-11-11
5914,2000,Sister Hazel,Change Your Mind,4:02,Rock,19,96,2000-11-18
6231,2000,Sister Hazel,Change Your Mind,4:02,Rock,20,98,2000-11-25
56,2000,Smash Mouth,Then The Morning ...,3:04,Rock,1,83,1999-10-30
373,2000,Smash Mouth,Then The Morning ...,3:04,Rock,2,59,1999-11-06
690,2000,Smash Mouth,Then The Morning ...,3:04,Rock,3,56,1999-11-13
1007,2000,Smash Mouth,Then The Morning ...,3:04,Rock,4,46,1999-11-20
1324,2000,Smash Mouth,Then The Morning ...,3:04,Rock,5,27,1999-11-27
1641,2000,Smash Mouth,Then The Morning ...,3:04,Rock,6,23,1999-12-04
1958,2000,Smash Mouth,Then The Morning ...,3:04,Rock,7,19,1999-12-11
2275,2000,Smash Mouth,Then The Morning ...,3:04,Rock,8,16,1999-12-18
2592,2000,Smash Mouth,Then The Morning ...,3:04,Rock,9,14,1999-12-25
2909,2000,Smash Mouth,Then The Morning ...,3:04,Rock,10,14,2000-01-01
3226,2000,Smash Mouth,Then The Morning ...,3:04,Rock,11,16,2000-01-08
3543,2000,Smash Mouth,Then The Morning ...,3:04,Rock,12,15,2000-01-15
3860,2000,Smash Mouth,Then The Morning ...,3:04,Rock,13,12,2000-01-22
4177,2000,Smash Mouth,Then The Morning ...,3:04,Rock,14,11,2000-01-29
4494,2000,Smash Mouth,Then The Morning ...,3:04,Rock,15,13,2000-02-05
4811,2000,Smash Mouth,Then The Morning ...,3:04,Rock,16,17,2000-02-12
5128,2000,Smash Mouth,Then The Morning ...,3:04,Rock,17,20,2000-02-19
5445,2000,Smash Mouth,Then The Morning ...,3:04,Rock,18,23,2000-02-26
5762,2000,Smash Mouth,Then The Morning ...,3:04,Rock,19,24,2000-03-04
6079,2000,Smash Mouth,Then The Morning ...,3:04,Rock,20,25,2000-03-11
6396,2000,Smash Mouth,Then The Morning ...,3:04,Rock,21,27,2000-03-18
6713,2000,Smash Mouth,Then The Morning ...,3:04,Rock,22,31,2000-03-25
7030,2000,Smash Mouth,Then The Morning ...,3:04,Rock,23,33,2000-04-01
7347,2000,Smash Mouth,Then The Morning ...,3:04,Rock,24,35,2000-04-08
7664,2000,Smash Mouth,Then The Morning ...,3:04,Rock,25,41,2000-04-15
7981,2000,Smash Mouth,Then The Morning ...,3:04,Rock,26,48,2000-04-22
103,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,1,80,2000-04-08
420,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,2,80,2000-04-15
737,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,3,80,2000-04-22
1054,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,4,79,2000-04-29
1371,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,5,72,2000-05-06
1688,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,6,73,2000-05-13
2005,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,7,65,2000-05-20
2322,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,8,64,2000-05-27
2639,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,9,60,2000-06-03
2956,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,10,60,2000-06-10
3273,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,11,48,2000-06-17
3590,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,12,48,2000-06-24
3907,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,13,48,2000-07-01
4224,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,14,43,2000-07-08
4541,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,15,35,2000-07-15
4858,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,16,32,2000-07-22
5175,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,17,30,2000-07-29
5492,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,18,32,2000-08-05
5809,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,19,37,2000-08-12
6126,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,20,26,2000-08-19
6443,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,21,31,2000-08-26
6760,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,22,28,2000-09-02
7077,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,23,30,2000-09-09
7394,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,24,32,2000-09-16
7711,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,25,39,2000-09-23
8028,2000,Son By Four,A Puro Dolor (Pur...,3:30,Latin,26,35,2000-09-30
50,2000,Sonique,It Feels So Good,3:48,Rock,1,67,2000-01-22
367,2000,Sonique,It Feels So Good,3:48,Rock,2,52,2000-01-29
684,2000,Sonique,It Feels So Good,3:48,Rock,3,30,2000-02-05
1001,2000,Sonique,It Feels So Good,3:48,Rock,4,23,2000-02-12
1318,2000,Sonique,It Feels So Good,3:48,Rock,5,19,2000-02-19
1635,2000,Sonique,It Feels So Good,3:48,Rock,6,17,2000-02-26
1952,2000,Sonique,It Feels So Good,3:48,Rock,7,16,2000-03-04
2269,2000,Sonique,It Feels So Good,3:48,Rock,8,16,2000-03-11
2586,2000,Sonique,It Feels So Good,3:48,Rock,9,14,2000-03-18
2903,2000,Sonique,It Feels So Good,3:48,Rock,10,12,2000-03-25
3220,2000,Sonique,It Feels So Good,3:48,Rock,11,13,2000-04-01
3537,2000,Sonique,It Feels So Good,3:48,Rock,12,13,2000-04-08
3854,2000,Sonique,It Feels So Good,3:48,Rock,13,11,2000-04-15
4171,2000,Sonique,It Feels So Good,3:48,Rock,14,8,2000-04-22
4488,2000,Sonique,It Feels So Good,3:48,Rock,15,10,2000-04-29
4805,2000,Sonique,It Feels So Good,3:48,Rock,16,10,2000-05-06
5122,2000,Sonique,It Feels So Good,3:48,Rock,17,11,2000-05-13
5439,2000,Sonique,It Feels So Good,3:48,Rock,18,14,2000-05-20
5756,2000,Sonique,It Feels So Good,3:48,Rock,19,17,2000-05-27
6073,2000,Sonique,It Feels So Good,3:48,Rock,20,19,2000-06-03
6390,2000,Sonique,It Feels So Good,3:48,Rock,21,21,2000-06-10
6707,2000,Sonique,It Feels So Good,3:48,Rock,22,31,2000-06-17
7024,2000,Sonique,It Feels So Good,3:48,Rock,23,38,2000-06-24
7341,2000,Sonique,It Feels So Good,3:48,Rock,24,49,2000-07-01
85,2000,SoulDecision,Faded,3:25,Rock,1,94,2000-07-08
402,2000,SoulDecision,Faded,3:25,Rock,2,90,2000-07-15
719,2000,SoulDecision,Faded,3:25,Rock,3,81,2000-07-22
1036,2000,SoulDecision,Faded,3:25,Rock,4,64,2000-07-29
1353,2000,SoulDecision,Faded,3:25,Rock,5,56,2000-08-05
1670,2000,SoulDecision,Faded,3:25,Rock,6,43,2000-08-12
1987,2000,SoulDecision,Faded,3:25,Rock,7,35,2000-08-19
2304,2000,SoulDecision,Faded,3:25,Rock,8,27,2000-08-26
2621,2000,SoulDecision,Faded,3:25,Rock,9,25,2000-09-02
2938,2000,SoulDecision,Faded,3:25,Rock,10,22,2000-09-09
3255,2000,SoulDecision,Faded,3:25,Rock,11,22,2000-09-16
3572,2000,SoulDecision,Faded,3:25,Rock,12,27,2000-09-23
3889,2000,SoulDecision,Faded,3:25,Rock,13,27,2000-09-30
4206,2000,SoulDecision,Faded,3:25,Rock,14,27,2000-10-07
4523,2000,SoulDecision,Faded,3:25,Rock,15,31,2000-10-14
4840,2000,SoulDecision,Faded,3:25,Rock,16,31,2000-10-21
5157,2000,SoulDecision,Faded,3:25,Rock,17,30,2000-10-28
5474,2000,SoulDecision,Faded,3:25,Rock,18,34,2000-11-04
5791,2000,SoulDecision,Faded,3:25,Rock,19,31,2000-11-11
6108,2000,SoulDecision,Faded,3:25,Rock,20,34,2000-11-18
6425,2000,SoulDecision,Faded,3:25,Rock,21,34,2000-11-25
6742,2000,SoulDecision,Faded,3:25,Rock,22,38,2000-12-02
7059,2000,SoulDecision,Faded,3:25,Rock,23,45,2000-12-09
7376,2000,SoulDecision,Faded,3:25,Rock,24,50,2000-12-16
215,2000,Splender,I Think God Can E...,3:55,R&B,1,71,2000-06-10
532,2000,Splender,I Think God Can E...,3:55,R&B,2,66,2000-06-17
849,2000,Splender,I Think God Can E...,3:55,R&B,3,62,2000-06-24
1166,2000,Splender,I Think God Can E...,3:55,R&B,4,62,2000-07-01
1483,2000,Splender,I Think God Can E...,3:55,R&B,5,62,2000-07-08
1800,2000,Splender,I Think God Can E...,3:55,R&B,6,64,2000-07-15
2117,2000,Splender,I Think God Can E...,3:55,R&B,7,65,2000-07-22
2434,2000,Splender,I Think God Can E...,3:55,R&B,8,71,2000-07-29
2751,2000,Splender,I Think God Can E...,3:55,R&B,9,81,2000-08-05
3068,2000,Splender,I Think God Can E...,3:55,R&B,10,89,2000-08-12
3385,2000,Splender,I Think God Can E...,3:55,R&B,11,95,2000-08-19
3702,2000,Splender,I Think God Can E...,3:55,R&B,12,100,2000-08-26
70,2000,Sting,Desert Rose,3:52,Rock,1,98,2000-05-13
387,2000,Sting,Desert Rose,3:52,Rock,2,88,2000-05-20
704,2000,Sting,Desert Rose,3:52,Rock,3,72,2000-05-27
1021,2000,Sting,Desert Rose,3:52,Rock,4,59,2000-06-03
1338,2000,Sting,Desert Rose,3:52,Rock,5,55,2000-06-10
1655,2000,Sting,Desert Rose,3:52,Rock,6,52,2000-06-17
1972,2000,Sting,Desert Rose,3:52,Rock,7,45,2000-06-24
2289,2000,Sting,Desert Rose,3:52,Rock,8,35,2000-07-01
2606,2000,Sting,Desert Rose,3:52,Rock,9,24,2000-07-08
2923,2000,Sting,Desert Rose,3:52,Rock,10,21,2000-07-15
3240,2000,Sting,Desert Rose,3:52,Rock,11,19,2000-07-22
3557,2000,Sting,Desert Rose,3:52,Rock,12,19,2000-07-29
3874,2000,Sting,Desert Rose,3:52,Rock,13,19,2000-08-05
4191,2000,Sting,Desert Rose,3:52,Rock,14,19,2000-08-12
4508,2000,Sting,Desert Rose,3:52,Rock,15,18,2000-08-19
4825,2000,Sting,Desert Rose,3:52,Rock,16,17,2000-08-26
5142,2000,Sting,Desert Rose,3:52,Rock,17,19,2000-09-02
5459,2000,Sting,Desert Rose,3:52,Rock,18,19,2000-09-09
5776,2000,Sting,Desert Rose,3:52,Rock,19,24,2000-09-16
6093,2000,Sting,Desert Rose,3:52,Rock,20,26,2000-09-23
6410,2000,Sting,Desert Rose,3:52,Rock,21,30,2000-09-30
6727,2000,Sting,Desert Rose,3:52,Rock,22,32,2000-10-07
7044,2000,Sting,Desert Rose,3:52,Rock,23,42,2000-10-14
7361,2000,Sting,Desert Rose,3:52,Rock,24,45,2000-10-21
7678,2000,Sting,Desert Rose,3:52,Rock,25,42,2000-10-28
7995,2000,Sting,Desert Rose,3:52,Rock,26,49,2000-11-04
272,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,1,79,2000-07-08
589,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,2,79,2000-07-15
906,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,3,79,2000-07-22
1223,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,4,78,2000-07-29
1540,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,5,78,2000-08-05
1857,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,6,87,2000-08-12
2174,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,7,89,2000-08-19
2491,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,8,88,2000-08-26
2808,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,9,95,2000-09-02
3125,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,10,93,2000-09-09
3442,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,11,91,2000-09-16
3759,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,12,94,2000-09-23
4076,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,13,98,2000-09-30
116,2000,Sugar Ray,Falls Apart,4:15,Rock,1,70,2000-01-15
433,2000,Sugar Ray,Falls Apart,4:15,Rock,2,64,2000-01-22
750,2000,Sugar Ray,Falls Apart,4:15,Rock,3,54,2000-01-29
1067,2000,Sugar Ray,Falls Apart,4:15,Rock,4,40,2000-02-05
1384,2000,Sugar Ray,Falls Apart,4:15,Rock,5,34,2000-02-12
1701,2000,Sugar Ray,Falls Apart,4:15,Rock,6,29,2000-02-19
2018,2000,Sugar Ray,Falls Apart,4:15,Rock,7,29,2000-02-26
2335,2000,Sugar Ray,Falls Apart,4:15,Rock,8,32,2000-03-04
2652,2000,Sugar Ray,Falls Apart,4:15,Rock,9,32,2000-03-11
2969,2000,Sugar Ray,Falls Apart,4:15,Rock,10,37,2000-03-18
3286,2000,Sugar Ray,Falls Apart,4:15,Rock,11,47,2000-03-25
3603,2000,Sugar Ray,Falls Apart,4:15,Rock,12,49,2000-04-01
3920,2000,Sugar Ray,Falls Apart,4:15,Rock,13,52,2000-04-08
4237,2000,Sugar Ray,Falls Apart,4:15,Rock,14,60,2000-04-15
4554,2000,Sugar Ray,Falls Apart,4:15,Rock,15,76,2000-04-22
4871,2000,Sugar Ray,Falls Apart,4:15,Rock,16,80,2000-04-29
5188,2000,Sugar Ray,Falls Apart,4:15,Rock,17,89,2000-05-06
5505,2000,Sugar Ray,Falls Apart,4:15,Rock,18,97,2000-05-13
5822,2000,Sugar Ray,Falls Apart,4:15,Rock,19,98,2000-05-20
6139,2000,Sugar Ray,Falls Apart,4:15,Rock,20,100,2000-05-27
182,2000,TLC,Dear Lie,4:36,Rock,1,63,2000-02-12
499,2000,TLC,Dear Lie,4:36,Rock,2,55,2000-02-19
816,2000,TLC,Dear Lie,4:36,Rock,3,52,2000-02-26
1133,2000,TLC,Dear Lie,4:36,Rock,4,51,2000-03-04
1450,2000,TLC,Dear Lie,4:36,Rock,5,56,2000-03-11
1767,2000,TLC,Dear Lie,4:36,Rock,6,74,2000-03-18
2084,2000,TLC,Dear Lie,4:36,Rock,7,92,2000-03-25
293,2000,Tamar,If You Don't Wann...,4:02,Rock,1,98,2000-03-25
610,2000,Tamar,If You Don't Wann...,4:02,Rock,2,98,2000-04-01
927,2000,Tamar,If You Don't Wann...,4:02,Rock,3,92,2000-04-08
1244,2000,Tamar,If You Don't Wann...,4:02,Rock,4,89,2000-04-15
1561,2000,Tamar,If You Don't Wann...,4:02,Rock,5,92,2000-04-22
1878,2000,Tamar,If You Don't Wann...,4:02,Rock,6,93,2000-04-29
283,2000,Tamia,Can't Go For That,3:38,Rock,1,90,2000-09-16
600,2000,Tamia,Can't Go For That,3:38,Rock,2,86,2000-09-23
917,2000,Tamia,Can't Go For That,3:38,Rock,3,84,2000-09-30
1234,2000,Tamia,Can't Go For That,3:38,Rock,4,88,2000-10-07
1551,2000,Tamia,Can't Go For That,3:38,Rock,5,97,2000-10-14
235,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,1,80,2000-09-02
552,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2,73,2000-09-09
869,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,3,70,2000-09-16
1186,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,4,70,2000-09-23
1503,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,5,70,2000-09-30
1820,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,6,69,2000-10-07
2137,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,7,72,2000-10-14
2454,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,8,79,2000-10-21
2771,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,9,90,2000-10-28
3088,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,10,97,2000-11-04
3405,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,11,95,2000-11-11
3722,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,12,93,2000-11-18
64,2000,Third Eye Blind,Never Let You Go,3:57,Rock,1,65,2000-01-22
381,2000,Third Eye Blind,Never Let You Go,3:57,Rock,2,32,2000-01-29
698,2000,Third Eye Blind,Never Let You Go,3:57,Rock,3,25,2000-02-05
1015,2000,Third Eye Blind,Never Let You Go,3:57,Rock,4,24,2000-02-12
1332,2000,Third Eye Blind,Never Let You Go,3:57,Rock,5,23,2000-02-19
1649,2000,Third Eye Blind,Never Let You Go,3:57,Rock,6,22,2000-02-26
1966,2000,Third Eye Blind,Never Let You Go,3:57,Rock,7,22,2000-03-04
2283,2000,Third Eye Blind,Never Let You Go,3:57,Rock,8,21,2000-03-11
2600,2000,Third Eye Blind,Never Let You Go,3:57,Rock,9,19,2000-03-18
2917,2000,Third Eye Blind,Never Let You Go,3:57,Rock,10,16,2000-03-25
3234,2000,Third Eye Blind,Never Let You Go,3:57,Rock,11,14,2000-04-01
3551,2000,Third Eye Blind,Never Let You Go,3:57,Rock,12,16,2000-04-08
3868,2000,Third Eye Blind,Never Let You Go,3:57,Rock,13,16,2000-04-15
4185,2000,Third Eye Blind,Never Let You Go,3:57,Rock,14,17,2000-04-22
4502,2000,Third Eye Blind,Never Let You Go,3:57,Rock,15,18,2000-04-29
4819,2000,Third Eye Blind,Never Let You Go,3:57,Rock,16,21,2000-05-06
5136,2000,Third Eye Blind,Never Let You Go,3:57,Rock,17,22,2000-05-13
5453,2000,Third Eye Blind,Never Let You Go,3:57,Rock,18,25,2000-05-20
5770,2000,Third Eye Blind,Never Let You Go,3:57,Rock,19,27,2000-05-27
6087,2000,Third Eye Blind,Never Let You Go,3:57,Rock,20,33,2000-06-03
6404,2000,Third Eye Blind,Never Let You Go,3:57,Rock,21,45,2000-06-10
6721,2000,Third Eye Blind,Never Let You Go,3:57,Rock,22,46,2000-06-17
78,2000,Train,Meet Virginia,3:55,Rock,1,76,1999-10-09
395,2000,Train,Meet Virginia,3:55,Rock,2,67,1999-10-16
712,2000,Train,Meet Virginia,3:55,Rock,3,59,1999-10-23
1029,2000,Train,Meet Virginia,3:55,Rock,4,54,1999-10-30
1346,2000,Train,Meet Virginia,3:55,Rock,5,48,1999-11-06
1663,2000,Train,Meet Virginia,3:55,Rock,6,45,1999-11-13
1980,2000,Train,Meet Virginia,3:55,Rock,7,40,1999-11-20
2297,2000,Train,Meet Virginia,3:55,Rock,8,32,1999-11-27
2614,2000,Train,Meet Virginia,3:55,Rock,9,26,1999-12-04
2931,2000,Train,Meet Virginia,3:55,Rock,10,24,1999-12-11
3248,2000,Train,Meet Virginia,3:55,Rock,11,22,1999-12-18
3565,2000,Train,Meet Virginia,3:55,Rock,12,21,1999-12-25
3882,2000,Train,Meet Virginia,3:55,Rock,13,21,2000-01-01
4199,2000,Train,Meet Virginia,3:55,Rock,14,24,2000-01-08
4516,2000,Train,Meet Virginia,3:55,Rock,15,21,2000-01-15
4833,2000,Train,Meet Virginia,3:55,Rock,16,20,2000-01-22
5150,2000,Train,Meet Virginia,3:55,Rock,17,21,2000-01-29
5467,2000,Train,Meet Virginia,3:55,Rock,18,24,2000-02-05
5784,2000,Train,Meet Virginia,3:55,Rock,19,28,2000-02-12
6101,2000,Train,Meet Virginia,3:55,Rock,20,30,2000-02-19
6418,2000,Train,Meet Virginia,3:55,Rock,21,32,2000-02-26
6735,2000,Train,Meet Virginia,3:55,Rock,22,37,2000-03-04
7052,2000,Train,Meet Virginia,3:55,Rock,23,37,2000-03-11
7369,2000,Train,Meet Virginia,3:55,Rock,24,42,2000-03-18
7686,2000,Train,Meet Virginia,3:55,Rock,25,46,2000-03-25
8003,2000,Train,Meet Virginia,3:55,Rock,26,50,2000-04-01
8320,2000,Train,Meet Virginia,3:55,Rock,27,50,2000-04-08
278,2000,Trick Daddy,Shut Up,4:17,Rap,1,99,2000-05-20
595,2000,Trick Daddy,Shut Up,4:17,Rap,2,95,2000-05-27
912,2000,Trick Daddy,Shut Up,4:17,Rap,3,87,2000-06-03
1229,2000,Trick Daddy,Shut Up,4:17,Rap,4,87,2000-06-10
1546,2000,Trick Daddy,Shut Up,4:17,Rap,5,83,2000-06-17
1863,2000,Trick Daddy,Shut Up,4:17,Rap,6,83,2000-06-24
2180,2000,Trick Daddy,Shut Up,4:17,Rap,7,89,2000-07-01
2497,2000,Trick Daddy,Shut Up,4:17,Rap,8,87,2000-07-08
2814,2000,Trick Daddy,Shut Up,4:17,Rap,9,92,2000-07-15
